# transimpedance=20M	averages=1.0	pump_speed=0.1
# ch_7_config:	ch_0_config:	ch_6_config:	ch_1_config:	ch_5_config:	ch_2_config:	ch_4_config:	ch_3_config:	
# LED = 526 nm	LED = 438 nm	LED = 593 nm	LED = 453 nm	LED = 380 nm	LED = 472 nm	LED = 403 nm	LED = 640 nm	
# cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	
# ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	
# blk=1115.8+/-18.1pW	blk=3460.7+/-17.8pW	blk=505.3+/-19.5pW	blk=1202.7+/-17.2pW	blk=1494.7+/-25.1pW	blk=688.1+/-16.6pW	blk=700.3+/-17.5pW	blk=1413.2+/-15.7pW	
# t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	dark_7 [nW]	dark_0 [nW]	dark_6 [nW]	dark_1 [nW]	dark_5 [nW]	dark_2 [nW]	dark_4 [nW]	dark_3 [nW]	tmep[deg C]
35.003875	26.209296	35.018703	20.020142	35.033531	1.477096	35.048359	11.7069	35.063187	20.203253	35.078016	12.988678	35.092844	13.074129	35.107672	4.834132	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
35.123	26.221503	35.137828	20.020142	35.152656	1.489303	35.167484	11.7069	35.182312	20.117801	35.197141	12.964263	35.211969	13.086337	35.226797	4.846339	0.170904	0.183111	0.122074	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
35.242125	26.233711	35.256937	19.995727	35.27175	1.489303	35.286563	11.694693	35.301375	20.130009	35.316187	12.952055	35.331	13.086337	35.345813	4.834132	0.170904	0.170904	0.122074	0.122074	0.219733	0.207526	0.207526	0.207526	31.1
35.361125	26.245918	35.375953	20.007935	35.390781	1.501511	35.405609	11.694693	35.420438	20.154424	35.435266	12.952055	35.450094	13.086337	35.464922	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
35.480125	26.270333	35.494953	20.056764	35.509781	1.489303	35.524609	11.694693	35.539438	20.105594	35.554266	12.952055	35.569094	13.122959	35.583922	4.846339	0.170904	0.170904	0.146489	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
35.599125	26.294748	35.613969	20.044557	35.628813	1.489303	35.643656	11.694693	35.6585	20.130009	35.673344	12.964263	35.688187	13.122959	35.703031	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
35.71825	26.294748	35.733094	20.007935	35.747937	1.489303	35.762781	11.682485	35.777625	20.142216	35.792469	12.988678	35.807313	13.074129	35.822156	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
35.8375	26.258126	35.852312	20.020142	35.867125	1.477096	35.881937	11.7069	35.89675	20.154424	35.911563	12.97647	35.926375	13.098544	35.941188	4.834132	0.170904	0.170904	0.122074	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
35.956375	26.270333	35.971219	20.044557	35.986063	1.489303	36.000906	11.694693	36.01575	20.154424	36.030594	12.988678	36.045437	13.074129	36.060281	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
36.075625	26.258126	36.090469	20.044557	36.105313	1.477096	36.120156	11.694693	36.135	20.117801	36.149844	12.97647	36.164687	13.074129	36.179531	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
36.19475	26.245918	36.209594	20.044557	36.224438	1.477096	36.239281	11.731315	36.254125	20.105594	36.268969	12.964263	36.283812	13.086337	36.298656	4.834132	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
36.313875	26.221503	36.328703	20.044557	36.343531	1.489303	36.358359	11.719108	36.373188	20.117801	36.388016	12.952055	36.402844	13.086337	36.417672	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
36.433	26.245918	36.447812	20.03235	36.462625	1.477096	36.477438	11.694693	36.49225	20.154424	36.507062	12.964263	36.521875	13.098544	36.536687	4.834132	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
36.552	26.221503	36.566812	20.007935	36.581625	1.489303	36.596438	11.694693	36.61125	20.130009	36.626062	12.97647	36.640875	13.110752	36.655687	4.846339	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
36.671	26.197089	36.685844	19.971313	36.700688	1.489303	36.715531	11.694693	36.730375	20.130009	36.745219	12.97647	36.760062	13.110752	36.774906	4.846339	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
36.790125	26.197089	36.804953	19.971313	36.819781	1.477096	36.834609	11.694693	36.849438	20.154424	36.864266	12.97647	36.879094	13.086337	36.893922	4.858547	0.183111	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
36.90925	26.209296	36.924062	19.971313	36.938875	1.501511	36.953688	11.682485	36.9685	20.142216	36.983312	12.964263	36.998125	13.074129	37.012937	4.834132	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
37.02825	26.221503	37.043062	20.007935	37.057875	1.477096	37.072688	11.682485	37.0875	20.142216	37.102312	12.988678	37.117125	13.098544	37.131937	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
37.14725	26.245918	37.162078	19.995727	37.176906	1.489303	37.191734	11.682485	37.206563	20.117801	37.221391	12.964263	37.236219	13.098544	37.251047	4.834132	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.195318	31.1
37.266375	26.233711	37.281219	20.03235	37.296062	1.489303	37.310906	11.682485	37.32575	20.130009	37.340594	12.97647	37.355438	13.098544	37.370281	4.846339	0.170904	0.170904	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
37.3855	26.258126	37.400312	20.044557	37.415125	1.477096	37.429938	11.694693	37.44475	20.130009	37.459562	12.97647	37.474375	13.086337	37.489187	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
37.5045	26.294748	37.519312	20.044557	37.534125	1.477096	37.548938	11.731315	37.56375	20.117801	37.578562	12.964263	37.593375	13.098544	37.608187	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
37.6235	26.306955	37.638328	20.056764	37.653156	1.477096	37.667984	11.731315	37.682812	20.117801	37.697641	12.97647	37.712469	13.074129	37.727297	4.858547	0.183111	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
37.742625	26.306955	37.757453	20.03235	37.772281	1.489303	37.787109	11.731315	37.801937	20.142216	37.816766	12.97647	37.831594	13.098544	37.846422	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
37.86175	26.306955	37.876578	20.044557	37.891406	1.489303	37.906234	11.719108	37.921063	20.117801	37.935891	12.964263	37.950719	13.098544	37.965547	4.834132	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
37.98075	26.28254	37.995594	20.020142	38.010438	1.489303	38.025281	11.7069	38.040125	20.130009	38.054969	12.964263	38.069812	13.098544	38.084656	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
38.1	26.270333	38.114828	20.020142	38.129656	1.489303	38.144484	11.719108	38.159312	20.130009	38.174141	12.97647	38.188969	13.098544	38.203797	4.846339	0.170904	0.183111	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
38.219	26.258126	38.233828	20.007935	38.248656	1.489303	38.263484	11.719108	38.278312	20.130009	38.293141	12.97647	38.307969	13.098544	38.322797	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
38.338	26.270333	38.352844	20.03235	38.367688	1.489303	38.382531	11.719108	38.397375	20.130009	38.412219	12.988678	38.427062	13.086337	38.441906	4.834132	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
38.457125	26.28254	38.471953	20.03235	38.486781	1.489303	38.501609	11.7069	38.516437	20.154424	38.531266	12.97647	38.546094	13.086337	38.560922	4.846339	0.170904	0.183111	0.134281	0.122074	0.219733	0.219733	0.195318	0.195318	31.1
38.576125	26.319163	38.590984	20.191046	38.605844	1.477096	38.620703	11.7069	38.635562	20.117801	38.650422	12.964263	38.665281	13.086337	38.680141	4.846339	0.183111	0.183111	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
38.695375	26.319163	38.710234	20.105594	38.725094	1.489303	38.739953	11.7069	38.754812	20.142216	38.769672	12.952055	38.784531	13.098544	38.799391	4.834132	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
38.814625	26.306955	38.829469	20.044557	38.844313	1.489303	38.859156	11.7069	38.874	20.130009	38.888844	12.964263	38.903687	13.049715	38.918531	4.846339	0.170904	0.170904	0.134281	0.146489	0.207526	0.219733	0.207526	0.207526	31.1
38.93375	26.270333	38.948609	20.044557	38.963469	1.489303	38.978328	11.7069	38.993188	20.142216	39.008047	12.988678	39.022906	13.074129	39.037766	4.834132	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
39.053	26.28254	39.067828	20.044557	39.082656	1.477096	39.097484	11.682485	39.112313	20.166631	39.127141	13.013092	39.141969	13.098544	39.156797	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
39.172	26.270333	39.186828	20.044557	39.201656	1.489303	39.216484	11.7069	39.231313	20.154424	39.246141	12.988678	39.260969	13.098544	39.275797	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
39.291	26.306955	39.305828	20.044557	39.320656	1.489303	39.335484	11.731315	39.350313	20.166631	39.365141	12.988678	39.379969	13.098544	39.394797	4.834132	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
39.410125	26.33137	39.424953	20.020142	39.439781	1.477096	39.454609	11.743522	39.469437	20.117801	39.484266	12.988678	39.499094	13.074129	39.513922	4.834132	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
39.52925	26.319163	39.544062	20.020142	39.558875	1.489303	39.573687	11.743522	39.5885	20.117801	39.603313	12.964263	39.618125	13.074129	39.632938	4.870754	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
39.64825	26.319163	39.663078	20.03235	39.677906	1.489303	39.692734	11.7069	39.707562	20.142216	39.722391	12.97647	39.737219	13.110752	39.752047	4.846339	0.183111	0.183111	0.134281	0.122074	0.219733	0.207526	0.195318	0.207526	31.1
39.76725	26.319163	39.782078	20.044557	39.796906	1.477096	39.811734	11.719108	39.826562	20.105594	39.841391	12.952055	39.856219	13.098544	39.871047	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
39.886375	26.319163	39.901203	20.03235	39.916031	1.477096	39.930859	11.7069	39.945688	20.142216	39.960516	12.964263	39.975344	13.086337	39.990172	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.183111	0.195318	31.1
40.0055	26.33137	40.020312	20.056764	40.035125	1.489303	40.049937	11.719108	40.06475	20.117801	40.079563	12.964263	40.094375	13.098544	40.109188	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
40.1245	26.319163	40.139328	20.044557	40.154156	1.477096	40.168984	11.7069	40.183813	20.142216	40.198641	12.988678	40.213469	13.110752	40.228297	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
40.2435	26.294748	40.258328	20.020142	40.273156	1.501511	40.287984	11.731315	40.302813	20.191046	40.317641	13.000885	40.332469	13.110752	40.347297	4.846339	0.183111	0.170904	0.134281	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
40.362625	26.28254	40.377437	20.044557	40.39225	1.477096	40.407063	11.731315	40.421875	20.252083	40.436687	13.0253	40.4515	13.110752	40.466313	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
40.481625	26.28254	40.496469	20.056764	40.511313	1.489303	40.526156	11.7069	40.541	20.215461	40.555844	13.013092	40.570687	13.110752	40.585531	4.858547	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
40.60075	26.294748	40.615578	20.068972	40.630406	1.477096	40.645234	11.694693	40.660062	20.166631	40.674891	12.97647	40.689719	13.086337	40.704547	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
40.71975	26.294748	40.734578	20.068972	40.749406	1.489303	40.764234	11.719108	40.779062	20.130009	40.793891	12.97647	40.808719	13.135166	40.823547	4.858547	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
40.83875	26.294748	40.853578	20.056764	40.868406	1.489303	40.883234	11.7069	40.898062	20.117801	40.912891	12.964263	40.927719	13.122959	40.942547	4.846339	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
40.957875	26.294748	40.972703	20.056764	40.987531	1.489303	41.002359	11.694693	41.017188	20.117801	41.032016	12.952055	41.046844	13.147374	41.061672	4.858547	0.183111	0.170904	0.122074	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
41.076875	26.294748	41.09175	20.03235	41.106625	1.489303	41.1215	11.719108	41.136375	20.130009	41.15125	12.964263	41.166125	13.159581	41.181	4.858547	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
41.19625	26.270333	41.211078	20.044557	41.225906	1.477096	41.240734	11.694693	41.255562	20.130009	41.270391	12.952055	41.285219	13.171789	41.300047	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
41.31525	26.28254	41.330094	20.044557	41.344938	1.477096	41.359781	11.7069	41.374625	20.142216	41.389469	12.97647	41.404312	13.135166	41.419156	4.858547	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
41.4345	26.28254	41.449297	20.03235	41.464094	1.477096	41.478891	11.719108	41.493688	20.130009	41.508484	12.964263	41.523281	13.086337	41.538078	4.846339	0.170904	0.170904	0.134281	0.146489	0.207526	0.207526	0.195318	0.207526	31.1
41.553375	26.270333	41.568203	20.044557	41.583031	1.477096	41.597859	11.719108	41.612687	20.105594	41.627516	12.964263	41.642344	13.086337	41.657172	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
41.6725	26.319163	41.687344	20.068972	41.702188	1.489303	41.717031	11.7069	41.731875	20.142216	41.746719	12.988678	41.761562	13.074129	41.776406	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
41.791625	26.33137	41.806438	20.081179	41.82125	1.489303	41.836063	11.719108	41.850875	20.105594	41.865687	12.97647	41.8805	13.086337	41.895313	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
41.910625	26.343577	41.925453	20.056764	41.940281	1.477096	41.955109	11.719108	41.969938	20.105594	41.984766	12.97647	41.999594	13.086337	42.014422	4.846339	0.183111	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
42.02975	26.306955	42.044594	20.020142	42.059438	1.489303	42.074281	11.719108	42.089125	20.105594	42.103969	12.97647	42.118812	13.074129	42.133656	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
42.148875	26.270333	42.16375	20.03235	42.178625	1.489303	42.1935	11.694693	42.208375	20.130009	42.22325	12.964263	42.238125	13.086337	42.253	4.834132	0.183111	0.183111	0.122074	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
42.26825	26.28254	42.283094	20.056764	42.297938	1.489303	42.312781	11.7069	42.327625	20.117801	42.342469	12.964263	42.357312	13.086337	42.372156	4.846339	0.183111	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
42.3875	26.28254	42.402328	20.044557	42.417156	1.489303	42.431984	11.719108	42.446813	20.142216	42.461641	12.97647	42.476469	13.086337	42.491297	4.846339	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
42.5065	26.294748	42.521344	20.093387	42.536188	1.489303	42.551031	11.7069	42.565875	20.093387	42.580719	12.97647	42.595562	13.110752	42.610406	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
42.625625	26.33137	42.640469	20.081179	42.655313	1.489303	42.670156	11.7069	42.685	20.117801	42.699844	12.97647	42.714687	13.098544	42.729531	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
42.744875	26.306955	42.759703	20.068972	42.774531	1.489303	42.789359	11.719108	42.804187	20.117801	42.819016	12.97647	42.833844	13.110752	42.848672	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
42.864	26.319163	42.878828	20.068972	42.893656	1.489303	42.908484	11.694693	42.923312	20.081179	42.938141	12.964263	42.952969	13.122959	42.967797	4.846339	0.170904	0.183111	0.134281	0.134281	0.195318	0.207526	0.195318	0.207526	31.1
42.983	26.319163	42.997828	20.068972	43.012656	1.477096	43.027484	11.719108	43.042312	20.117801	43.057141	12.97647	43.071969	13.122959	43.086797	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
43.102	26.343577	43.116828	20.044557	43.131656	1.501511	43.146484	11.694693	43.161312	20.178838	43.176141	12.97647	43.190969	13.110752	43.205797	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
43.221125	26.343577	43.235953	20.081179	43.250781	1.477096	43.265609	11.7069	43.280438	20.142216	43.295266	12.952055	43.310094	13.122959	43.324922	4.846339	0.183111	0.170904	0.134281	0.146489	0.207526	0.219733	0.207526	0.195318	31.1
43.34025	26.367992	43.355078	20.093387	43.369906	1.489303	43.384734	11.719108	43.399563	20.117801	43.414391	12.97647	43.429219	13.122959	43.444047	4.858547	0.170904	0.170904	0.134281	0.146489	0.207526	0.207526	0.207526	0.207526	31.1
43.459375	26.392407	43.474203	20.081179	43.489031	1.489303	43.503859	11.743522	43.518687	20.105594	43.533516	12.97647	43.548344	13.110752	43.563172	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
43.578375	26.3802	43.593187	20.068972	43.608	1.489303	43.622813	11.719108	43.637625	20.117801	43.652437	12.964263	43.66725	13.110752	43.682063	4.846339	0.170904	0.183111	0.122074	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
43.69725	26.343577	43.712094	20.044557	43.726937	1.489303	43.741781	11.719108	43.756625	20.117801	43.771469	12.97647	43.786313	13.074129	43.801156	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.183111	31.1
43.8165	26.33137	43.831312	20.03235	43.846125	1.477096	43.860937	11.719108	43.87575	20.117801	43.890563	12.97647	43.905375	13.074129	43.920188	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
43.9355	26.306955	43.950312	20.044557	43.965125	1.501511	43.979937	11.731315	43.99475	20.117801	44.009563	12.988678	44.024375	13.074129	44.039188	4.834132	0.183111	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
44.054375	26.306955	44.069203	20.117801	44.084031	1.489303	44.098859	11.731315	44.113687	20.154424	44.128516	12.988678	44.143344	13.086337	44.158172	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
44.1735	26.3802	44.188328	20.36195	44.203156	1.489303	44.217984	11.743522	44.232812	20.166631	44.247641	12.988678	44.262469	13.098544	44.277297	4.858547	0.183111	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.207526	31.1
44.292625	26.355785	44.307469	20.093387	44.322313	1.501511	44.337156	11.731315	44.352	20.178838	44.366844	12.97647	44.381687	13.086337	44.396531	4.846339	0.183111	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
44.411875	26.319163	44.426703	20.056764	44.441531	1.477096	44.456359	11.719108	44.471187	20.117801	44.486016	12.97647	44.500844	13.086337	44.515672	4.846339	0.170904	0.183111	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
44.531	26.294748	44.545828	20.093387	44.560656	1.489303	44.575484	11.7069	44.590312	20.130009	44.605141	12.97647	44.619969	13.098544	44.634797	4.858547	0.183111	0.183111	0.146489	0.122074	0.207526	0.219733	0.195318	0.207526	31.1
44.650125	26.319163	44.664969	20.093387	44.679813	1.501511	44.694656	11.865596	44.7095	20.154424	44.724344	12.988678	44.739187	13.135166	44.754031	4.846339	0.170904	0.170904	0.122074	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
44.769375	26.343577	44.784219	20.093387	44.799062	1.501511	44.813906	11.804559	44.82875	20.130009	44.843594	12.97647	44.858438	13.098544	44.873281	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
44.8885	26.367992	44.903344	20.081179	44.918188	1.477096	44.933031	11.743522	44.947875	20.130009	44.962719	12.97647	44.977562	13.086337	44.992406	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
45.00775	26.367992	45.022562	20.068972	45.037375	1.489303	45.052188	11.731315	45.067	20.130009	45.081812	12.97647	45.096625	13.086337	45.111438	4.858547	0.183111	0.170904	0.122074	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
45.126625	26.33137	45.141453	20.044557	45.156281	1.489303	45.171109	11.731315	45.185937	20.130009	45.200766	12.97647	45.215594	13.098544	45.230422	4.846339	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
45.24575	26.33137	45.260578	20.03235	45.275406	1.477096	45.290234	11.743522	45.305063	20.31312	45.319891	13.037507	45.334719	13.122959	45.349547	4.846339	0.183111	0.183111	0.122074	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
45.364875	26.355785	45.379734	20.056764	45.394594	1.501511	45.409453	11.731315	45.424312	20.31312	45.439172	13.049715	45.454031	13.110752	45.468891	4.858547	0.170904	0.170904	0.134281	0.122074	0.207526	0.219733	0.195318	0.195318	31.1
45.484125	26.392407	45.498937	20.056764	45.51375	1.489303	45.528562	11.743522	45.543375	20.142216	45.558188	12.988678	45.573	13.086337	45.587813	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
45.603125	26.367992	45.617953	20.03235	45.632781	1.501511	45.647609	11.731315	45.662437	20.117801	45.677266	12.988678	45.692094	13.135166	45.706922	4.858547	0.170904	0.170904	0.122074	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
45.722125	26.355785	45.736953	20.044557	45.751781	1.501511	45.766609	11.75573	45.781437	20.130009	45.796266	12.988678	45.811094	13.086337	45.825922	4.858547	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
45.841125	26.343577	45.855969	20.068972	45.870812	1.477096	45.885656	11.743522	45.9005	20.142216	45.915344	12.988678	45.930187	13.183996	45.945031	4.870754	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
45.960375	26.355785	45.975203	20.081179	45.990031	1.489303	46.004859	11.743522	46.019688	20.154424	46.034516	13.000885	46.049344	13.159581	46.064172	4.870754	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
46.079375	26.33137	46.094203	20.056764	46.109031	1.489303	46.123859	11.75573	46.138688	20.166631	46.153516	12.988678	46.168344	13.074129	46.183172	4.834132	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
46.1985	26.319163	46.213328	20.044557	46.228156	1.501511	46.242984	11.743522	46.257812	20.154424	46.272641	12.988678	46.287469	13.086337	46.302297	4.858547	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
46.3175	26.319163	46.332328	20.03235	46.347156	1.489303	46.361984	11.731315	46.376812	20.191046	46.391641	13.000885	46.406469	13.086337	46.421297	4.834132	0.183111	0.183111	0.134281	0.122074	0.195318	0.207526	0.207526	0.207526	31.1
46.4365	26.33137	46.451328	20.056764	46.466156	1.489303	46.480984	11.719108	46.495812	20.227668	46.510641	13.013092	46.525469	13.086337	46.540297	4.846339	0.183111	0.170904	0.134281	0.122074	0.219733	0.219733	0.195318	0.195318	31.1
46.555625	26.319163	46.570453	20.044557	46.585281	1.489303	46.600109	11.719108	46.614937	20.191046	46.629766	13.037507	46.644594	13.122959	46.659422	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
46.674625	26.306955	46.689453	20.056764	46.704281	1.501511	46.719109	11.731315	46.733937	20.178838	46.748766	13.013092	46.763594	13.098544	46.778422	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
46.79375	26.319163	46.808563	20.044557	46.823375	1.477096	46.838188	11.731315	46.853	20.178838	46.867812	13.013092	46.882625	13.086337	46.897438	4.846339	0.183111	0.170904	0.134281	0.146489	0.219733	0.219733	0.195318	0.195318	31.1
46.91275	26.355785	46.927578	20.068972	46.942406	1.501511	46.957234	11.719108	46.972062	20.154424	46.986891	13.013092	47.001719	13.098544	47.016547	4.858547	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
47.03175	26.355785	47.046609	20.081179	47.061469	1.489303	47.076328	11.731315	47.091188	20.142216	47.106047	13.000885	47.120906	13.086337	47.135766	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
47.151	26.367992	47.165828	20.081179	47.180656	1.489303	47.195484	11.731315	47.210313	20.142216	47.225141	12.988678	47.239969	13.086337	47.254797	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
47.270125	26.355785	47.284953	20.068972	47.299781	1.489303	47.314609	11.743522	47.329437	20.154424	47.344266	12.988678	47.359094	13.110752	47.373922	4.858547	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
47.389125	26.355785	47.403953	20.056764	47.418781	1.477096	47.433609	11.731315	47.448437	20.154424	47.463266	13.013092	47.478094	13.110752	47.492922	4.858547	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
47.50825	26.3802	47.523078	20.056764	47.537906	1.501511	47.552734	11.743522	47.567562	20.142216	47.582391	13.013092	47.597219	13.110752	47.612047	4.858547	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
47.627375	26.392407	47.642219	20.081179	47.657063	1.489303	47.671906	11.7069	47.68675	20.154424	47.701594	13.000885	47.716437	13.110752	47.731281	4.858547	0.183111	0.170904	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
